borough,time_of_day,incident_severity_level,call_volume_density,response_minutes
BROOKLYN,night,2,0.2595801281703804,13.8897836624534
BROOKLYN,day,1,0.8764066632987002,20.231731432906756
MANHATTAN,night,2,0.45348482703224735,14.195441254039455
QUEENS,day,3,0.1039365840547084,12.12019356339401
MANHATTAN,day,4,0.3464846377348339,13.111249504847057
BRONX,night,2,0.6378660938760039,14.954683706918265
MANHATTAN,day,3,0.8193393693639712,14.302813173322932
MANHATTAN,day,3,0.22004975538393362,11.957836834625887
MANHATTAN,day,3,0.1994872279750618,12.705467228125354
BROOKLYN,day,2,0.9298833882150984,21.74059230182707
BROOKLYN,day,2,0.7760335310403244,18.296126309731235
MANHATTAN,day,2,0.6308016407002706,15.231103085534007
QUEENS,day,1,0.7922681109963352,17.722156115595045
BROOKLYN,day,2,0.4859689251759747,15.694943090116256
BROOKLYN,night,1,0.7826101725782139,19.59138638691611
BROOKLYN,day,3,0.43462269214708216,12.247348866583526
BROOKLYN,day,2,0.31968511524334214,14.51596497550925
BROOKLYN,night,5,0.7561120791636717,11.853561549431218
MANHATTAN,day,2,0.47770506294154147,15.080572633997239
MANHATTAN,day,2,0.9832393938935754,20.002570836346987
BRONX,day,3,0.41453666407729095,14.323140924633776
BRONX,day,1,0.9295546784779594,20.95135494246068
BROOKLYN,day,4,0.9396662937103716,16.19709453047807
MANHATTAN,day,1,0.31766765235827155,16.36799630056045
QUEENS,day,5,0.818399063429212,13.177053626046085
BROOKLYN,day,4,0.4897670546301086,12.95435118082085
MANHATTAN,day,3,0.9257722545073133,17.87824991383995
MANHATTAN,day,3,0.5051118453717149,14.249195248873988
QUEENS,day,3,0.7698733456036295,14.607925393613758
QUEENS,night,3,0.5202706682474181,13.670423666957682
MANHATTAN,day,3,0.3050206801415706,16.610483781302808
MANHATTAN,day,1,0.2794151160502177,17.077689230436082
MANHATTAN,day,1,0.48288807483071106,17.30534628369928
QUEENS,day,3,0.7799451913127934,14.270776409569825
MANHATTAN,day,3,0.6445643366626901,15.299548253120042
MANHATTAN,day,4,0.719766360910489,17.391233482977057
QUEENS,night,2,0.35409371565874825,13.622501176646711
MANHATTAN,day,4,0.533291811361845,14.654641415384333
QUEENS,night,2,0.13995573847239431,12.258598405504936
MANHATTAN,day,3,0.8357791743623085,17.445986082890556
MANHATTAN,day,2,0.9909029460158871,20.690963477913733
MANHATTAN,day,3,0.46619115636220376,14.043959096582414
QUEENS,day,2,0.10986728781838902,11.744803385836207
BRONX,day,3,0.25281337559585265,14.333930574719437
BRONX,day,4,0.6872741899753769,14.748793708714906
BROOKLYN,day,3,0.6508713863834733,16.17947079392145
QUEENS,night,3,0.8090782476269895,16.40374016132293
MANHATTAN,night,4,0.32849560986496135,12.786712050095526
MANHATTAN,day,4,0.7872687239924206,17.63857768176081
BRONX,day,3,0.7191856193713028,15.427396488166055
MANHATTAN,day,2,0.390533047942459,16.531179652267088
MANHATTAN,day,4,0.5909393332512658,12.200010151820411
MANHATTAN,day,3,0.23254642764849406,12.221598955805723
MANHATTAN,day,2,0.5073080530920244,15.156519545296112
MANHATTAN,day,2,0.8930776056000769,20.63388073661988
BROOKLYN,day,4,0.4790722418428517,9.450921389553637
BROOKLYN,night,1,0.8556100358278798,19.27869320557795
BRONX,night,5,0.631228028733725,8.010534263576465
BRONX,night,2,0.2726890417921211,13.074933297070519
BROOKLYN,day,4,0.6229956202281067,12.860332791804455
MANHATTAN,day,3,0.5553849962413572,16.971847788121675
BROOKLYN,day,3,0.4587772016767456,14.458005337964595
BROOKLYN,day,4,0.2076673955644633,9.750068243174253
MANHATTAN,day,3,0.47503779746250685,16.066902147184486
QUEENS,night,3,0.1654861386156644,11.297058606437528
BROOKLYN,day,1,0.18889214625887613,15.472879181131399
BROOKLYN,day,1,0.4743248796394445,15.83990590833
BROOKLYN,day,2,0.3748433337716174,13.848465212831746
MANHATTAN,day,3,0.9329898932760011,16.774317546359377
BRONX,day,2,0.43813522484224354,15.203632489259611
QUEENS,day,2,0.7820723098648901,16.9769328864986
MANHATTAN,day,3,0.5772227737296185,17.304859225471372
BRONX,day,3,0.7336771017781019,15.930967363083061
BROOKLYN,night,4,0.3341043847138593,8.322599668233558
BRONX,day,2,0.9477144755544962,18.775314476550253
QUEENS,night,1,0.5770796472229816,15.410998079548342
BROOKLYN,day,5,0.8481916641567246,12.154080707484868
MANHATTAN,day,2,0.4285411241285022,15.110913940763668
MANHATTAN,day,4,0.1901902141454721,10.540230403730806
BROOKLYN,day,4,0.706340482948764,12.341033868718602
QUEENS,day,4,0.10698368350368204,9.539572346916678
MANHATTAN,night,2,0.5277636789089575,15.037501170799073
MANHATTAN,night,4,0.2735217123998133,12.305892259298604
BRONX,day,4,0.6646379539918259,16.10451199342082
STATEN ISLAND,day,3,0.9814778858240669,14.184375387135557
BROOKLYN,night,2,0.5179626156885814,15.625344636768714
MANHATTAN,day,2,0.8357484308731,15.704215965660186
MANHATTAN,day,2,0.557005768256009,16.5594151420999
MANHATTAN,day,3,0.5462560279936217,16.02192476511632
BRONX,night,3,0.9373811438609,17.65774451272457
MANHATTAN,night,3,0.9009692818720133,17.649136808509002
BROOKLYN,day,3,0.8072204186691769,17.314048831060422
MANHATTAN,night,3,0.36663017798510567,17.138361600034536
BROOKLYN,night,3,0.5905075741515465,16.893064856910172
QUEENS,day,5,0.30150750997511655,8.332773699546694
BRONX,day,2,0.4995250282418858,13.805587899812172
MANHATTAN,day,3,0.5357917591838116,14.69526473480621
MANHATTAN,night,2,0.8484760361523979,17.67871491624977
MANHATTAN,day,3,0.9064255287924937,18.133382994588768
BRONX,night,4,0.47315805615683004,10.758095117703997
BRONX,day,5,0.11593400056591349,8.166184084570027
BROOKLYN,night,2,0.8755964558104191,19.296993828211296
QUEENS,day,5,0.2568508106512246,8.548695221852347
QUEENS,day,1,0.6596937675013541,16.552432901461447
MANHATTAN,night,3,0.12247381039071809,13.905856636642497
BRONX,night,1,0.45955582773450787,14.632335746569709
BROOKLYN,night,4,0.9873642719038148,15.42451370032184
BROOKLYN,day,3,0.1906242409934228,12.189065538399646
BROOKLYN,night,3,0.48132383679967805,14.147695329277463
MANHATTAN,day,4,0.37643495517095693,12.763422475904918
MANHATTAN,day,2,0.9145793110494378,19.977293305592738
QUEENS,day,1,0.8824060971166197,19.09315070440361
MANHATTAN,day,4,0.31392888427560595,11.69886780921902
QUEENS,day,2,0.17306900834538808,12.43584134065339
MANHATTAN,night,2,0.6644245546550057,16.88494064281151
BROOKLYN,day,3,0.40273184069533885,14.562808953711942
MANHATTAN,night,3,0.7048759515454568,15.50585950967365
BROOKLYN,day,1,0.12890778046103304,16.054025903806608
QUEENS,day,2,0.22005931165974046,13.253184424500159
MANHATTAN,day,1,0.717735009495379,18.939771793492607
BROOKLYN,night,3,0.291133589772248,13.634456992412575
BROOKLYN,night,4,0.8718289081861614,14.193943193542307
QUEENS,night,5,0.1527317989391219,8.758577541978148
BRONX,night,3,0.2939337845070172,12.865840944725752
QUEENS,day,2,0.9987042236365617,17.575987826727346
MANHATTAN,day,5,0.48976849232811337,12.317856978534207
MANHATTAN,night,3,0.7326690971901791,17.11825680256253
MANHATTAN,day,2,0.2643967439713123,16.40760236278548
BROOKLYN,day,5,0.6488818614869839,13.17710851455655
MANHATTAN,day,4,0.7534954615324766,15.587249324832637
BROOKLYN,day,4,0.38302897227985955,10.536579178368571
BROOKLYN,day,4,0.84600740077829,17.837352490867755
BROOKLYN,day,2,0.643075820625055,15.095653380776687
QUEENS,day,2,0.4502107086535272,15.865485415386699
MANHATTAN,day,3,0.6018781540088427,16.129748581321035
MANHATTAN,day,2,0.6190847626923318,15.915080110522817
QUEENS,day,3,0.24898176342447942,11.669220335604916
BROOKLYN,night,4,0.4624591328802695,12.311480900228185
QUEENS,day,4,0.40908752921754377,12.825768198886662
BROOKLYN,day,3,0.46081245032121343,13.139307846751633
MANHATTAN,night,4,0.7849995296367321,14.888162934929534
BRONX,day,4,0.5342845667200053,9.76956615765452
QUEENS,day,3,0.9462845379153378,18.432564848197988
QUEENS,night,2,0.3643087720225926,12.883445126522767
MANHATTAN,day,2,0.47413322045643613,16.774158970053847
BROOKLYN,night,2,0.8082611294311373,17.732007945636155
BROOKLYN,night,2,0.5914221339886753,16.32664271078638
MANHATTAN,day,2,0.592325331782003,18.12194903842807
BRONX,day,2,0.14800614670466516,15.267554905944685
MANHATTAN,day,3,0.4587396964466103,14.983600430833357
STATEN ISLAND,day,5,0.3436603591795593,9.219885955823766
BROOKLYN,day,2,0.9994016105480038,19.490780312634477
MANHATTAN,day,4,0.37751956356907923,13.774914871915767
BROOKLYN,day,3,0.8960468813144771,16.268805073160507
BRONX,day,1,0.7086103615364298,19.79643601528649
QUEENS,day,5,0.4068247682728814,10.97696083255059
BRONX,day,3,0.5891809405367113,15.828720523908116
QUEENS,day,3,0.8564822919542744,14.974957456899011
QUEENS,night,4,0.8950314682278206,14.215699382396204
BRONX,day,2,0.2443544875055307,14.175664555322472
MANHATTAN,day,3,0.40561582708735267,12.691492422272985
BROOKLYN,night,1,0.40170086219221457,18.724959853952615
MANHATTAN,day,4,0.13784031646835024,10.981230216841665
STATEN ISLAND,day,3,0.6384139838667069,13.890404360259259
BRONX,day,3,0.8693380476929692,15.658291982331656
MANHATTAN,day,2,0.443416949042966,14.58995709753885
QUEENS,day,3,0.7660323504857594,14.45437441558771
BRONX,day,4,0.6649303722406659,13.685092444724633
MANHATTAN,day,3,0.43808386194370075,15.355659677938485
BROOKLYN,night,3,0.22695381954306737,12.669349675753201
BRONX,day,3,0.7383914674983706,15.915613358229747
MANHATTAN,day,4,0.8691086520471164,15.344774588688605
QUEENS,night,3,0.7172690431613427,15.45774706004324
MANHATTAN,day,4,0.11609063563133626,12.633988571266773
BRONX,night,4,0.29460960495189215,11.860709763114082
STATEN ISLAND,day,3,0.16253198639517874,11.427908177472188
BRONX,night,2,0.6133474896186041,16.639578361688883
BROOKLYN,day,3,0.7808299109563711,14.27160833769689
BRONX,night,4,0.1995212683617935,9.143288407594167
BRONX,night,2,0.8545040385340467,18.400127211267918
BROOKLYN,day,3,0.5999580805559349,14.886600661261475
BRONX,day,4,0.7209721109275524,14.314130184796484
MANHATTAN,day,3,0.9742616637477816,20.04440891577347
BROOKLYN,day,3,0.1753128894229276,13.01077698032423
MANHATTAN,day,2,0.9111016206800103,20.732823981311455
MANHATTAN,day,2,0.2134924263886684,14.80131843889122
MANHATTAN,day,4,0.45366292597301405,12.080150205843264
QUEENS,day,1,0.866294826698003,18.96147698247981
BROOKLYN,day,2,0.9156288130640814,17.585885108453567
QUEENS,day,4,0.5557345061906308,14.082228238366037
MANHATTAN,day,2,0.6346941744478827,18.3739814257538
BROOKLYN,day,5,0.7373326011387015,13.217276903355495
BROOKLYN,day,5,0.8494828016074427,14.804770053122104
QUEENS,day,2,0.20936005258389956,10.736772644367477
BROOKLYN,day,1,0.8290623774063048,20.294670994752178
QUEENS,day,4,0.5331485354604552,10.49269053932771
BRONX,day,3,0.5055610825973521,13.977440198723993
QUEENS,night,2,0.48150977679729845,14.555764438221784
MANHATTAN,day,4,0.5582904267214384,14.522971708205686
MANHATTAN,day,1,0.9505454980551432,21.352370484111578
BRONX,night,4,0.5933833955129365,14.571132679168233
MANHATTAN,night,2,0.9578597844368253,18.80381200572023
BRONX,night,2,0.26226111755407655,14.855634531661439
BROOKLYN,day,2,0.7517223809493698,17.680863336449505
BRONX,day,5,0.8310155847478725,10.939252976775308
QUEENS,night,3,0.7112159482013757,13.720563913081303
STATEN ISLAND,day,4,0.6462300522038863,11.820641699098658
BROOKLYN,day,3,0.608331502977564,16.288905709224238
QUEENS,night,2,0.8748374343208264,18.04291099215391
BROOKLYN,night,2,0.83948193744805,16.65563160475547
BROOKLYN,night,3,0.21005984906253958,12.197009545249916
QUEENS,night,3,0.8637288913277903,18.23560553218227
BRONX,night,3,0.47266175749639827,13.905769425535619
STATEN ISLAND,day,2,0.3283271469962297,12.741335765388618
QUEENS,night,5,0.8827917112125333,13.328233691788931
BROOKLYN,day,2,0.4888223196703675,16.693416773355754
BROOKLYN,day,5,0.827528221159135,12.631531420558309
QUEENS,night,1,0.33706325076026006,16.194000859187415
MANHATTAN,day,3,0.10353638927999603,11.978319134315003
MANHATTAN,day,2,0.54591327361265,17.711629400677552
BROOKLYN,day,3,0.19020543097859582,12.439967090926412
MANHATTAN,night,3,0.7789383599724187,17.34146073228419
MANHATTAN,day,3,0.3484676224624693,13.054019290605044
MANHATTAN,night,3,0.4992810819431308,13.959783371742917
MANHATTAN,day,4,0.17833020858239884,12.393743121376867
MANHATTAN,night,3,0.35799332360252745,13.931680945753836
STATEN ISLAND,night,4,0.8033412189327148,13.36375961358188
BROOKLYN,day,2,0.23642912071208752,13.769114772124746
BROOKLYN,day,3,0.6824436050142616,16.514355561409072
QUEENS,day,3,0.9256832675240511,15.48756926287074
MANHATTAN,night,3,0.7118530837819482,16.164323556701603
BRONX,day,3,0.8299195203630042,17.037668257603283
QUEENS,night,2,0.19807446637352422,14.495045270425027
MANHATTAN,day,2,0.325658643401849,14.78827003288
BROOKLYN,night,2,0.905084967016532,20.83467306395452
BRONX,night,2,0.7435950522562803,17.509257872098164
BRONX,night,3,0.67559844373958,13.839875970136784
BROOKLYN,night,3,0.69739006250953,15.975897864619908
QUEENS,day,5,0.47278049887417906,9.613474185302014
MANHATTAN,day,4,0.1401009684558879,11.531538479583084
STATEN ISLAND,night,1,0.8059973878636562,17.78755552392136
MANHATTAN,night,4,0.7108419125938185,14.809600860087993
BRONX,day,4,0.5255240177014523,11.421994063156065
QUEENS,day,3,0.9097836538314317,17.301667226763936
QUEENS,day,3,0.402543698486589,11.42918119958159
BROOKLYN,day,5,0.3648895698081124,8.841264329266737
MANHATTAN,day,3,0.8855166925714986,17.896690920691725
MANHATTAN,day,5,0.817288889283087,15.735790876953628
MANHATTAN,night,1,0.5634818295835103,18.139520175815527
MANHATTAN,day,2,0.217661265512065,15.555965013073182
QUEENS,day,3,0.29356432431854723,13.396176320306811
BROOKLYN,day,3,0.690605191367926,16.4665550686444
MANHATTAN,day,4,0.44653711405637053,12.629041294357991
STATEN ISLAND,night,5,0.8528258724993741,10.434112110613043
BRONX,night,3,0.9549595083989837,14.258179725787766
BRONX,day,1,0.8250732327474264,18.9475674135034
STATEN ISLAND,night,4,0.4397908806960015,12.072345566798619
MANHATTAN,night,3,0.8098177863082816,15.61481642928951
BROOKLYN,night,2,0.41629750612361516,16.14618560682602
QUEENS,day,3,0.2503900789890705,10.68735247736671
QUEENS,night,4,0.13005388437927165,9.572637340129472
MANHATTAN,day,4,0.44714504148491807,13.855792706637988
BRONX,day,3,0.9132033733275536,15.844427402422985
MANHATTAN,day,2,0.31508792898010884,15.552653155207004
MANHATTAN,day,5,0.2858618484368056,9.859992410768841
BROOKLYN,day,3,0.9728387067169363,18.169629984385896
BROOKLYN,day,3,0.12250370156553292,12.078654662357529
BROOKLYN,day,2,0.8072039353543788,17.914634789118587
MANHATTAN,night,4,0.3892329601667833,14.500034193254464
BRONX,night,2,0.1337391611826934,13.96407191852947
MANHATTAN,day,2,0.9260222861886253,18.490722620874518
MANHATTAN,night,3,0.22567809718862525,13.063870950768749
BRONX,night,2,0.5966013553531259,16.086830267699725
STATEN ISLAND,night,3,0.34664878668659305,11.749600600613107
BRONX,day,2,0.15867352196622195,16.360789024709437
BRONX,night,3,0.1449302370970412,12.087068812383963
QUEENS,night,2,0.20400102895270492,10.68292360406685
BROOKLYN,night,1,0.16423031250044207,14.616138265192516
MANHATTAN,day,2,0.7845023039679306,16.08041847079658
BROOKLYN,day,5,0.5370095820550863,10.894804374903055
BROOKLYN,day,4,0.4086028822140817,9.671146458719816
MANHATTAN,day,2,0.4765320191188065,15.351549558990127
QUEENS,day,4,0.936052062015361,12.859472567538901
BROOKLYN,day,3,0.9196766314643324,17.438890318079135
MANHATTAN,night,5,0.7441088321103192,13.337354643871729
MANHATTAN,night,3,0.896214139679519,17.88894667691535
QUEENS,day,3,0.3876832248288623,12.594479295105371
MANHATTAN,night,1,0.4429983934074546,16.106332256903155
BRONX,day,3,0.6523409636688052,15.556441906952916
BROOKLYN,night,5,0.6612633525675378,14.404881264012339
BROOKLYN,night,3,0.5335298542111069,14.958999146700052
BROOKLYN,night,2,0.46059206359415794,15.082738894180949
BRONX,night,2,0.9875622804478256,17.005474211584332
BROOKLYN,day,4,0.8390112635059519,13.76389284787673
QUEENS,night,3,0.49148217809924066,13.938281745531533
BROOKLYN,day,3,0.7545632295156116,17.192402624010725
MANHATTAN,night,5,0.34260552392721355,11.03997531519326
BRONX,night,1,0.1901523936135969,16.09585530613556
QUEENS,night,2,0.41718792299746654,15.360935392316225
QUEENS,day,5,0.46267552011105484,10.615232150384958
BRONX,night,2,0.11488341210460373,12.256573864366418
BRONX,day,2,0.8333128014723065,17.925241423940175
QUEENS,day,3,0.4232740621502634,11.933228039318145
BRONX,night,4,0.6223763492021324,13.166361013363582
QUEENS,day,2,0.16656686854386038,13.279720882815388
QUEENS,night,5,0.2574971458755256,10.688272017055143
QUEENS,day,4,0.900724352794804,12.883029923925067
QUEENS,day,2,0.6478187750945207,16.58863119530395
MANHATTAN,night,4,0.955255645153437,18.086645603445653
BRONX,day,3,0.9988750309521852,18.10330502019576
BRONX,day,3,0.434674103799785,14.524916206088651
MANHATTAN,night,4,0.3689227576749472,13.203231807128532
BRONX,day,5,0.8725204496431871,14.729384310411216
MANHATTAN,day,2,0.9987502843337088,18.486903046434268
BROOKLYN,day,3,0.6666771108092115,13.67028922109558
QUEENS,night,3,0.8156266502603701,15.493972258134097
MANHATTAN,night,3,0.803571272933747,14.329818749783303
BRONX,night,3,0.4198057373975923,14.905512258097962
BRONX,day,1,0.6168433422313785,19.374339959098492
BROOKLYN,night,3,0.8497512471377923,16.003362440294218
MANHATTAN,night,3,0.7193024886349499,15.930541460134561
MANHATTAN,night,2,0.11904743258383443,13.986991341614118
QUEENS,day,4,0.40303510200778014,11.282152943578113
STATEN ISLAND,night,4,0.23002812693514482,9.447791528111582
QUEENS,night,3,0.3096749908702352,12.882765968910492
MANHATTAN,day,2,0.9149405297421931,19.039961819714083
QUEENS,day,3,0.13320396001969134,12.197657704301346
BROOKLYN,night,2,0.2978206407657314,15.070971497527621
QUEENS,day,2,0.3786124170144083,13.532624575546492
MANHATTAN,night,4,0.6551956647697553,15.960907022368325
QUEENS,night,1,0.580691521077279,15.54458650365533
BROOKLYN,day,1,0.2964425345680475,16.016277501706536
STATEN ISLAND,day,1,0.247816960500839,15.371111124546015
BROOKLYN,day,2,0.31311823113650694,13.767580776492723
QUEENS,night,1,0.55227666403149,17.361265092325265
BRONX,day,5,0.3440600071400831,10.388397562809399
MANHATTAN,night,2,0.95284225144695,18.46084599282769
BRONX,day,2,0.5174786992859628,15.576638281845916
QUEENS,day,2,0.15291641489017338,12.606152100535075
MANHATTAN,day,5,0.7563397652529701,12.754123051945554
BROOKLYN,day,3,0.3959607593880907,16.335754758483517
QUEENS,night,3,0.6881400388524228,13.757182628406177
MANHATTAN,day,4,0.3516349334709088,13.591543420442367
BROOKLYN,day,3,0.6136693675599879,14.517489668882552
BROOKLYN,day,2,0.7949372543267182,16.46312872646133
QUEENS,day,2,0.9352078675970985,18.002228231167223
MANHATTAN,day,3,0.3350144299897694,14.6565058561985
BRONX,night,2,0.40137125589908307,16.013524653422856
STATEN ISLAND,day,3,0.5178397782573457,14.640676691458829
STATEN ISLAND,day,2,0.9344573539623899,20.608268348677655
QUEENS,day,3,0.9112481711295914,16.42373015684906
MANHATTAN,night,1,0.18089045209057425,15.280077329998267
QUEENS,day,2,0.21873684317842979,13.765238672813663
MANHATTAN,day,3,0.5459582595975745,14.929273146896444
MANHATTAN,night,5,0.19595734552488114,10.884882101734402
BROOKLYN,day,3,0.4110227860138277,12.115050953451014
BROOKLYN,day,3,0.2335468403957299,15.360055913452769
QUEENS,day,2,0.6724363196186972,17.19809379125215
QUEENS,night,2,0.9545458885652456,15.983743454318699
BROOKLYN,day,1,0.9970603932649433,19.830057873444165
MANHATTAN,night,2,0.4377170192472234,17.12445787804368
STATEN ISLAND,day,2,0.639111373403151,16.565836794526227
BROOKLYN,day,2,0.8706408881716732,16.73248062043752
BROOKLYN,day,4,0.2057158655167456,11.592784146378385
MANHATTAN,day,1,0.7206079699467685,17.247143957459688
QUEENS,night,3,0.46795929555256144,13.134532382526393
QUEENS,day,3,0.28553154425214766,13.390411248162806
MANHATTAN,day,3,0.46247825687269783,14.044289793548959
MANHATTAN,day,3,0.16836425826842516,10.986060919779147
QUEENS,night,2,0.7258664337303752,16.69358957490051
QUEENS,day,2,0.3274684018736078,13.202881972215879
MANHATTAN,night,4,0.3802650805403902,13.327193062791538
STATEN ISLAND,day,4,0.20897316841731647,8.095933876050884
MANHATTAN,day,2,0.8781932025009025,18.08109154867215
BROOKLYN,day,1,0.5440998513544647,15.311446248752528
BRONX,day,4,0.6149321900077602,13.300992888312221
BROOKLYN,day,2,0.6124894147853691,16.388095270172983
QUEENS,day,3,0.46944380308720757,11.825323115178763
BROOKLYN,night,3,0.27327692389432556,13.008858461833627
MANHATTAN,night,2,0.77061947364856,19.54151093948861
STATEN ISLAND,night,3,0.2143506388219069,10.534597620239653
BROOKLYN,day,3,0.19348641125092947,12.57946201291741
BRONX,day,2,0.739130533836853,17.43232196944174
MANHATTAN,day,3,0.28795331840678545,12.126500777029353
MANHATTAN,night,4,0.37609547621754913,15.012523580263183
MANHATTAN,night,3,0.5277047203015662,14.56506088581344
QUEENS,day,1,0.5044161850565916,17.466044645100173
BROOKLYN,day,3,0.7377212125584993,16.718246214305104
BRONX,day,4,0.6610886140990249,13.22956183910476
BROOKLYN,day,4,0.6799565460536792,14.547871579420477
STATEN ISLAND,day,3,0.7426488975899116,14.522200900514092
MANHATTAN,day,2,0.36335145468111885,13.960616746754386
BRONX,night,4,0.3900999806204263,11.236922632532664
QUEENS,day,3,0.4941979731059988,12.677225742364117
QUEENS,day,1,0.37671595573017347,15.294559662630775
BRONX,night,3,0.9864440820737771,15.547082720075583
QUEENS,day,2,0.8326467337792867,18.5639242296606
QUEENS,day,3,0.24818921943042663,13.735621111833868
MANHATTAN,day,2,0.10503474029368257,15.156329383107026
MANHATTAN,day,3,0.13850494142254108,14.124917188223089
BRONX,day,5,0.3196571059386327,9.164209384191324
QUEENS,night,4,0.20286215725317092,9.155095820162366
QUEENS,day,5,0.5800043034033149,9.835723515947493
BROOKLYN,day,5,0.8721957004546228,14.242149960503715
MANHATTAN,night,1,0.7630751988219047,20.13246445611536
MANHATTAN,day,3,0.2940481567739714,13.518646965112703
QUEENS,night,3,0.45936933042320727,14.740078900785258
BROOKLYN,night,4,0.5571047885781498,13.507110750336384
MANHATTAN,day,2,0.829185264553002,17.683315054569814
BROOKLYN,night,5,0.8552094427955483,12.541770783208232
MANHATTAN,day,3,0.9187464807169984,18.490244083765464
BROOKLYN,night,4,0.5583207254525877,14.279164138627337
MANHATTAN,day,1,0.7248472717922767,20.273523545356962
QUEENS,night,2,0.20062033411054345,15.38029866916503
BROOKLYN,night,4,0.6087600639585838,15.318949014608497
BROOKLYN,day,1,0.3238226285240216,16.834090087227057
MANHATTAN,day,4,0.48854519652395,12.269246986027872
MANHATTAN,night,1,0.6706454574760474,17.68721045951619
BROOKLYN,night,3,0.331287344068403,12.688509642426961
BROOKLYN,day,3,0.14696655201708497,12.85913872381044
QUEENS,night,3,0.10921047076788176,13.101844555165556
MANHATTAN,day,3,0.1199435819900694,12.98056972422841
QUEENS,day,2,0.1075147637623927,13.901313317533036
BRONX,day,2,0.19931955090208792,13.30120809743821
QUEENS,day,1,0.3155398431131169,16.19833193050832
MANHATTAN,night,3,0.2990993627640693,14.632174053339057
BROOKLYN,day,3,0.9881169347619071,15.047246944929363
MANHATTAN,night,4,0.37540549468804896,12.044009152620506
MANHATTAN,day,3,0.2146787050234592,14.23505204378593
STATEN ISLAND,day,3,0.5910062897509821,13.57090288614526
MANHATTAN,day,3,0.8721617098577575,15.933233056294306
BROOKLYN,day,1,0.7102543391089077,15.900506353335071
QUEENS,day,2,0.3664738802219053,13.743143327079977
QUEENS,day,5,0.6054545438123095,10.849551703307355
BROOKLYN,day,4,0.7433703767803682,13.17119990927838
MANHATTAN,day,2,0.755294043130968,18.381113204784885
BROOKLYN,day,3,0.69988460976792,16.156914060170955
BROOKLYN,day,4,0.8837293822980562,15.949065589808844
MANHATTAN,night,3,0.883094912509694,14.613014221394224
BROOKLYN,night,1,0.621042903466303,16.659636755161227
MANHATTAN,day,1,0.486870732200091,17.69911258127491
MANHATTAN,day,3,0.6774132660085899,16.78979398630079
BROOKLYN,day,5,0.8363908012334168,13.823621024277253
MANHATTAN,night,3,0.10508689435706625,12.949308750772941
BROOKLYN,day,1,0.992797308113366,20.19308097237416
QUEENS,day,2,0.2646043950962793,13.126768443353864
BRONX,day,4,0.5232240870939786,11.626961444004772
MANHATTAN,day,4,0.8848267613585801,16.773206902557785
MANHATTAN,day,3,0.30253635913977944,12.561899789121071
MANHATTAN,night,3,0.5291157015103449,16.159295734044726
QUEENS,day,1,0.21932396216306127,15.075029639825074
QUEENS,day,4,0.4555686928493734,11.507143129374743
MANHATTAN,day,4,0.2594219093137023,10.998189930807303
BRONX,day,2,0.4272649738940413,13.450572096914318
MANHATTAN,night,4,0.43611779511344984,12.157582360583769
BROOKLYN,day,2,0.9938537106384995,18.66404087680038
QUEENS,night,1,0.9953317263733951,17.026827047529565
BRONX,day,2,0.20330765079455118,13.384673543762986
QUEENS,day,2,0.7533719013955125,17.806146200702038
BRONX,night,2,0.14657093170219104,13.93337254258489
BROOKLYN,day,3,0.12717281380346976,11.231176238832745
BRONX,night,3,0.1948005048204679,12.022526839431313
MANHATTAN,day,3,0.9689370913071406,17.330693610190014
BRONX,night,2,0.9467771931052277,18.632564635186817
BROOKLYN,day,1,0.2745350382526124,17.83260713713482
BRONX,day,3,0.24550510199834039,13.457981726139062
BROOKLYN,night,3,0.3164815778643523,13.682083422949594
QUEENS,night,2,0.5639922946676279,14.87448802047912
BROOKLYN,night,4,0.6127341688318689,14.282698168940954
QUEENS,night,4,0.2994340873955026,8.522069226423103
MANHATTAN,night,4,0.7809605092809507,14.87341913193711
MANHATTAN,day,3,0.37859785246238575,14.861339744794247
MANHATTAN,day,2,0.9299181929764693,20.23297371120435
MANHATTAN,day,3,0.6910504358110575,16.99568922103076
BRONX,day,2,0.49271607487325053,15.856451313727762
MANHATTAN,day,3,0.8109208015325609,16.73611523506099
STATEN ISLAND,day,1,0.8361231634419983,18.680371726164775
BROOKLYN,day,4,0.3614334450480493,10.60588414410876
MANHATTAN,night,2,0.40574308945247595,14.923717365489196
QUEENS,day,5,0.942359638355743,13.199419261064685
QUEENS,day,4,0.24826693452694473,10.421572245675637
BROOKLYN,day,3,0.1379353752666408,9.70584172495559
BROOKLYN,night,4,0.5086497903485943,13.252399294405285
QUEENS,night,3,0.821088910219266,16.4643519699285
MANHATTAN,day,4,0.7945012956796712,15.171516136958308
STATEN ISLAND,day,3,0.9275775660215493,18.27861371908086
STATEN ISLAND,day,4,0.5798805979321362,10.749701758980661
QUEENS,day,3,0.19005820440987997,11.002073732599976
MANHATTAN,day,5,0.6298200769024145,12.119750212513043
QUEENS,day,3,0.8005560529178904,15.312189210417067
MANHATTAN,day,3,0.18399530824284377,12.501499728018935
MANHATTAN,day,4,0.2553916609878308,10.071873142895054
MANHATTAN,night,4,0.11106159504010382,10.166042412276905
BROOKLYN,night,3,0.6342873215021293,15.005722754834949
BRONX,day,2,0.8980609527513139,19.611682691357938
QUEENS,day,3,0.7035969844018896,17.41607232665978
QUEENS,day,5,0.9838360788318838,14.99750318982803
